"0","573","12384.70","0.00","2.77"
"1","324","12731.17","12731.17","2.97"
"2","240","15073.56","7536.78","3.37"
"3","157","15355.32","5118.44","3.73"
"4","25","13850.66","3462.66","3.29"
"5","18","8786.04","1757.21","2.93"
