"1","0.00","1.10","0.80","3291.15","0.00"
"2","1.11","1.52","1.33","4847.62","1556.47"
"3","1.52","1.87","1.69","6260.50","1412.88"
"4","1.87","2.19","2.04","8000.50","1740.00"
"5","2.20","2.48","2.35","9570.46","1569.96"
"6","2.48","2.74","2.60","10307.64","737.18"
"7","2.75","3.14","2.92","11701.00","1393.36"
"8","3.14","5.12","3.56","13976.89","2275.89"
"9","5.16","6.57","6.02","26268.50","12291.61"
"10","6.60","8.32","7.29","38859.99","12591.49"
